"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"215078_at",3.85811723495458,7.3735319740714,11.9330412359175,6.06653612186992e-15,1.35144225186896e-10,23.5079162536239
"202672_s_at",3.1026963916133,9.42520921328733,11.661246897835,1.26732018069461e-14,1.41160458326669e-10,22.8228045881149
"202581_at",3.8365770468969,9.77622861093592,11.3696144220068,2.82336128774372e-14,1.73465629214721e-10,22.0757822730383
"200800_s_at",3.16923858259442,11.6729605311448,11.3341327238743,3.11470358153649e-14,1.73465629214721e-10,21.9840513924477
"200799_at",2.30438791594041,12.8796529865183,11.035713467318,7.16026165060135e-14,3.19018297580893e-10,21.2052865210169
"217367_s_at",-0.986452522230099,6.34597111772237,-10.1744251004101,8.44227073872911e-13,3.13447442077781e-09,18.8848741772861
"202859_x_at",3.58463803590898,9.29101470544785,10.0349360656818,1.27033751991767e-12,4.04275841874371e-09,18.4989646276547
"205419_at",1.70582489666584,7.6768353109065,9.80154171920957,2.53085127917978e-12,7.00259201954444e-09,17.8470353141622
"204748_at",2.90306737104681,6.89506933919888,9.76404149458319,2.82907609534048e-12,7.00259201954444e-09,17.7415662989528
"202431_s_at",1.88941208648202,9.9354787176298,9.69694530660473,3.45459015261449e-12,7.69579048297931e-09,17.5523637000103
"202643_s_at",2.54703523114546,8.10807963275457,9.36944142436974,9.23345894755925e-12,1.86994331795252e-08,16.619814865546
"201465_s_at",1.83820612451759,8.80534754319416,9.31459639654659,1.09001287037111e-11,2.02351805943811e-08,16.462198474563
"205207_at",1.5310032927795,5.94291070501535,9.04278637218083,2.4942758448345e-11,4.27422946118293e-08,15.6750489735973
"206359_at",1.68442421258657,7.66689556524956,9.00475735640036,2.80254175343418e-11,4.45944447437523e-08,15.5641319472775
"204440_at",1.83187998618035,7.722529034499,8.81606021901303,5.00910747980805e-11,7.37879912958696e-08,15.0109723840749
"218611_at",1.53112328254537,8.66959864211941,8.79781001576263,5.29967168260499e-11,7.37879912958696e-08,14.9572283602165
"203752_s_at",1.30282044292303,11.0754725100025,8.75150458976212,6.11586332443864e-11,8.01429925167762e-08,14.8206752556353
"200664_s_at",2.00285577299686,9.51822869265339,8.71526912785087,6.84246728008981e-11,8.22341258879206e-08,14.7136282567799
"205681_at",2.40287017128214,8.85413348861772,8.70729628108456,7.01372892162541e-11,8.22341258879206e-08,14.6900525645615
"202644_s_at",2.02755026160092,9.75392693972261,8.67180921412612,7.83022135601153e-11,8.72169205739344e-08,14.5850203901432
"202497_x_at",1.72508104859274,8.00542372548687,8.6439944244257,8.53694962447009e-11,9.05607746592001e-08,14.5025858213824
"206932_at",2.66671069070072,7.00016281098854,8.61638064599983,9.30245737086079e-11,9.27968380398995e-08,14.4206516423179
"204103_at",3.03931605751562,9.57762676265039,8.6069047761566,9.58085592726888e-11,9.27968380398995e-08,14.3925135219151
"218880_at",1.58899720921827,6.67300207484598,8.41851896441879,1.72546073854855e-10,1.60158703636026e-07,13.8308313060868
"202464_s_at",1.59569661298364,8.89059509852549,8.38403513692344,1.92245684473785e-10,1.713062845209e-07,13.7275531702868
"209304_x_at",1.73023931701626,11.2283219056516,8.31514241358199,2.38683977008891e-10,2.0450626753181e-07,13.5208014115584
"216215_s_at",-0.615528871901902,8.13437759620373,-8.30094920964967,2.49579764244356e-10,2.05921792891538e-07,13.4781377385155
"213281_at",1.36204160919462,6.88599911208749,8.25425141988909,2.89106275086499e-10,2.26248955694678e-07,13.3376033760971
"220330_s_at",1.6559003301992,9.97738201723057,8.24835400735537,2.94528873508357e-10,2.26248955694678e-07,13.319837609144
"200666_s_at",2.0661792665782,9.88721902509352,8.22424856257438,3.17783599538798e-10,2.3597550823086e-07,13.2471794043404
"207574_s_at",1.66202425411625,12.0861496851101,8.14048055830339,4.14021855990278e-10,2.9752144793211e-07,12.9941761668058
"202912_at",1.36493642638973,10.2275554951881,8.10390453392908,4.64821545907168e-10,3.23588424317937e-07,12.8834603657894
"220034_at",1.04724391070859,6.5315039752356,8.08880389206552,4.87589865671523e-10,3.25743505527634e-07,12.8377076262101
"209457_at",1.84033044639928,8.50117196553572,8.08266685139135,4.97162058981889e-10,3.25743505527634e-07,12.8191061432289
"206026_s_at",2.47572109455779,6.38278611591496,8.02858396082169,5.90167284676625e-10,3.74103484944995e-07,12.655002671305
"212321_at",-0.829804422381611,8.08076399646861,-8.02099377178904,6.04557411591319e-10,3.74103484944995e-07,12.6319464944086
"213839_at",-1.49186170559963,7.89043691903706,-7.9176217843854,8.39785775212088e-10,5.05619127416207e-07,12.3173314690223
"201464_x_at",1.7409800320058,10.9305260348757,7.90750434057421,8.67285465055477e-10,5.08434692237917e-07,12.2864786063688
"210845_s_at",1.93382184250323,7.95018896922882,7.87060185623849,9.75523717358631e-10,5.5722415004098e-07,12.1738560984947
"211434_s_at",1.34767714458728,6.41155211727364,7.85399162175444,1.02859802249226e-09,5.72851953676504e-07,12.12311794757
"203531_at",-0.562595270519067,10.5517974559873,-7.77404281807844,1.32782887708061e-09,7.21464485237191e-07,11.8785153599536
"202284_s_at",1.39091301957142,9.97741855640804,7.75892296169047,1.39361601409348e-09,7.39180570141915e-07,11.8321849984366
"202388_at",1.5181037406277,10.7959039136809,7.74200035348265,1.47115580152233e-09,7.62161343965417e-07,11.7803041257535
"202499_s_at",2.1803915293742,8.38986237815449,7.72266585212138,1.56508999262956e-09,7.92397949222925e-07,11.7209949047381
"217561_at",3.23815965098158,7.03996272283097,7.71432161642345,1.60747673921793e-09,7.95772429323509e-07,11.6953875425382
"201667_at",1.76214314839308,8.47793617423183,7.70724101535647,1.64435155598699e-09,7.96330861146132e-07,11.6736528644979
"212605_s_at",-0.991809740918548,7.95631490332622,-7.69561904267974,1.70673617653e-09,7.99846954039119e-07,11.6379675528706
"37028_at",0.963508796786471,6.65533898022708,7.68702889367301,1.75437607678733e-09,7.99846954039119e-07,11.6115831940445
"205266_at",1.09535973684315,6.14917000192793,7.68266802376642,1.77907187980025e-09,7.99846954039119e-07,11.5981862444508
"212498_at",-0.599051205365184,10.0145124354076,-7.67984761116813,1.79523040364304e-09,7.99846954039119e-07,11.5895207463385
"212665_at",1.46412368930206,10.1730992374478,7.6345370482719,2.07608154833094e-09,9.06840561807225e-07,11.4502050386056
"204094_s_at",1.64361543614176,10.4904220217264,7.62507767398096,2.14009145537674e-09,9.16823410604378e-07,11.4210962921205
"221751_at",-0.66113009481291,10.2034371724049,-7.57142244145334,2.54272019466808e-09,1.05970512693451e-06,11.2558311063551
"207850_at",2.0648145035141,6.63253787590097,7.56825452801943,2.56875148603778e-09,1.05970512693451e-06,11.2460653479556
"214056_at",1.37625721567215,7.64977492806288,7.55097291644882,2.71556133732619e-09,1.08532708795514e-06,11.1927753065743
"204285_s_at",1.63192004303224,6.31325185332194,7.54619006613479,2.75766680400466e-09,1.08532708795514e-06,11.1780220690185
"209545_s_at",0.981015285956976,8.4326195177513,7.54401648632663,2.77701862968277e-09,1.08532708795514e-06,11.1713167462034
"208961_s_at",1.75671847932007,10.1017085765176,7.502638335218,3.17267517653273e-09,1.20856167471844e-06,11.0435889103423
"210056_at",2.55851960708685,9.39207506512366,7.49989414212058,3.20084117288629e-09,1.20856167471844e-06,11.0351127193914
"205239_at",2.02738696486919,7.44496560255599,7.49121464054979,3.29159606268159e-09,1.2221147581393e-06,11.0082994050119
"218810_at",1.45650128913298,7.06195248402133,7.46296845919221,3.60529033383385e-09,1.31664020929208e-06,10.9209944397476
"209630_s_at",-0.944895450605334,7.91530651687603,-7.45429609754127,3.70752144801923e-09,1.33046685561432e-06,10.8941757169056
"202627_s_at",2.65606315315288,8.76426351761209,7.44594096347916,3.80877502401281e-09,1.33046685561432e-06,10.8683319733422
"204848_x_at",1.19311429549908,7.80612952505475,7.44484007459824,3.82232251915952e-09,1.33046685561432e-06,10.8649263113913
"201170_s_at",1.52923716860452,11.0238958293359,7.41047721929854,4.2705091047275e-09,1.46360202040022e-06,10.7585718447048
"203821_at",1.14824778969909,6.94980427533551,7.39201104500969,4.53286045927175e-09,1.51581463419175e-06,10.7013778309331
"204472_at",1.65201248522243,7.78500395206258,7.38730221835945,4.60231900006319e-09,1.51581463419175e-06,10.686789032307
"201169_s_at",1.49268217146249,5.98854965734657,7.38301392564434,4.66650673792377e-09,1.51581463419175e-06,10.673501551086
"213341_at",0.900898997021335,8.76841823331593,7.38112728022597,4.69503118728872e-09,1.51581463419175e-06,10.6676552155884
"212608_s_at",-0.735246106037666,9.72979874067864,-7.3737540163117,4.80820307330717e-09,1.53017628377234e-06,10.6448041805118
"212657_s_at",2.33028739105695,10.4926519221138,7.36282026067385,4.98110349089756e-09,1.56287383755951e-06,10.6109104704869
"217911_s_at",1.92035155374745,9.99972206778079,7.35058678202243,5.18199199753609e-09,1.5916951035201e-06,10.5729763486451
"205193_at",2.0314725893363,8.32682063915138,7.34566142816087,5.26515823438494e-09,1.5916951035201e-06,10.5577002150837
"201502_s_at",1.17458173369049,11.3742313967112,7.34436265899328,5.28731147194359e-09,1.5916951035201e-06,10.5536717218075
"201631_s_at",1.75735051958322,9.88916539036732,7.3327516558899,5.48957969982759e-09,1.63055155964079e-06,10.5176510310256
"205214_at",1.36608159920257,6.34608287012585,7.32808862277848,5.57298845507761e-09,1.63354557649689e-06,10.5031819571469
"210517_s_at",1.591181660868,10.1965096796741,7.30181585406992,6.06736373007176e-09,1.74298994883222e-06,10.4216275460782
"202637_s_at",1.49123261124708,8.45263818200374,7.3000136829993,6.10285119221230e-09,1.74298994883222e-06,10.4160313850179
"219001_s_at",-0.625259981328766,7.49233315312939,-7.25195132413143,7.13043389620455e-09,1.99483162851024e-06,10.2666950006927
"206025_s_at",1.71564026053631,6.33512290479408,7.25051301669492,7.16373525523272e-09,1.99483162851024e-06,10.2622232921841
"201466_s_at",1.94680435767835,9.71024038391582,7.21067580877148,8.15101087583185e-09,2.24172925038156e-06,10.1383082963286
"210538_s_at",2.73102973169997,9.1791261858297,7.20478100957596,8.30830720756217e-09,2.25712389832759e-06,10.1199624625563
"201734_at",-0.665269405567729,9.6915890114468,-7.18587458933127,8.83371642178879e-09,2.37094820154444e-06,10.0611048936771
"209256_s_at",-0.912027534558633,8.41687221394951,-7.15982622708367,9.6128262849919e-09,2.54934441846148e-06,9.97997212732468
"216598_s_at",2.30983658861462,9.99553276295619,7.14977405176979,9.93166091946882e-09,2.57681845176722e-06,9.94864992554531
"36711_at",2.88612572067228,8.42884905763313,7.14927493961242,9.94776616474304e-09,2.57681845176722e-06,9.94709452795946
"203313_s_at",1.42466248303835,8.32755806207693,7.14414642825488,1.01147817886603e-08,2.58996544719523e-06,9.93111140270887
"202241_at",1.55033169569142,11.4555168436212,7.09995198426263,1.16761237860967e-08,2.9557841998054e-06,9.79330404208065
"205067_at",1.78039052446388,7.34674469611487,7.07103971348175,1.28266126585529e-08,3.1759703690216e-06,9.70307909360821
"210873_x_at",1.61458705697331,6.4936984427087,7.06785125545087,1.29602759182563e-08,3.1759703690216e-06,9.69312570401152
"201939_at",1.45371505339288,9.62903948138927,7.06753478883461,1.297361869107e-08,3.1759703690216e-06,9.69213775626679
"211924_s_at",1.37832208394762,7.43267380533947,7.06198250867651,1.3209972705627e-08,3.1986800213397e-06,9.67480355722209
"204170_s_at",1.61275078165894,9.86081789919447,7.04781622779132,1.38328235071199e-08,3.29122013586606e-06,9.63056752092788
"222088_s_at",1.86122474550269,7.65606088891212,7.0466005933956,1.38876281712713e-08,3.29122013586606e-06,9.62677095015671
"202638_s_at",2.12988554462884,8.709114563809,7.01576183221448,1.53534003469389e-08,3.60029157398692e-06,9.53042677658356
"205220_at",1.71590547237727,6.42777481691825,7.01022769477036,1.56324518418439e-08,3.62754301750788e-06,9.51313118438783
"216236_s_at",1.33474823497802,8.13917436654154,6.99486174683238,1.6434289554841e-08,3.77429555065147e-06,9.46509886683657
"218098_at",-0.852116115721177,9.83917763058415,-6.9852871961581,1.69546976187331e-08,3.85407958012773e-06,9.43516262009295
"218019_s_at",-1.03740409158997,7.98870646086096,-6.96436668335639,1.81501808989007e-08,4.08415737257384e-06,9.36973254842368
"204470_at",1.90555740111344,7.80902889489938,6.94289255860109,1.94655121343898e-08,4.33633213817801e-06,9.30254438973337
"211506_s_at",2.63779582148277,5.81596214767249,6.9306153340244,2.02601384731931e-08,4.45300016994625e-06,9.26411956374781
"202443_x_at",-0.807448509965862,9.29425699260167,-6.9286699166291,2.03890118658041e-08,4.45300016994625e-06,9.25803008071855
"38037_at",0.974929868322059,7.24979175988521,6.91882944116978,2.10536242076192e-08,4.55048297360552e-06,9.22722448287033
"209458_x_at",2.21786288400301,10.1933722421108,6.91606967947585,2.12438941174743e-08,4.55048297360552e-06,9.21858408032076
"202365_at",-0.984691471708778,7.77028932315612,-6.91173032844687,2.15465687043825e-08,4.56523647289155e-06,9.2049973637144
"205548_s_at",1.04986829639913,7.93755814653921,6.90923426112544,2.17226316885803e-08,4.56523647289155e-06,9.19718158498438
"213134_x_at",0.974321396821855,8.71234570912745,6.90536322960703,2.19985434401705e-08,4.58001450669792e-06,9.18505978817856
"215033_at",1.65192545209993,5.28386090774192,6.89816185581415,2.25212333529506e-08,4.64542143892296e-06,9.1625071299714
"211976_at",-0.602162591034125,8.97900858323976,-6.8865129889029,2.33932844185924e-08,4.78102933021085e-06,9.12602021898015
"218915_at",-0.548550494688071,7.48380043158872,-6.88307974189958,2.36567184891499e-08,4.79091561620721e-06,9.11526511043979
"201324_at",1.91638180652485,9.8739615402025,6.87553800899076,2.42459112851027e-08,4.86600149277687e-06,9.09163740639089
"220086_at",0.568031046022678,6.69220972209308,6.86806530457232,2.48442539266372e-08,4.9415664707473e-06,9.06822298948184
"204018_x_at",2.09387053955199,10.2623405414329,6.84382437539404,2.68892805597349e-08,5.30099560202844e-06,8.9922482048512
"216221_s_at",-0.496836239002279,9.57486852094526,-6.8194032581329,2.91205984043765e-08,5.65280434347999e-06,8.9156783911647
"201325_s_at",1.81452644837001,8.63843902504683,6.81876514909066,2.91813304978318e-08,5.65280434347999e-06,8.91367726908356
"218665_at",-0.748285232993979,8.54235427142144,-6.81098557019523,2.99320635525069e-08,5.74824637723445e-06,8.88927875075168
"214472_at",1.31292406060877,5.87627243795103,6.80415140742678,3.06075540925164e-08,5.8046988952246e-06,8.86784283068747
"213515_x_at",1.50102883323906,7.88448036932678,6.80093811441481,3.09304279480711e-08,5.8046988952246e-06,8.85776328721614
"212474_at",-0.693073134377786,8.25932406255691,-6.80017380495045,3.10077285330937e-08,5.8046988952246e-06,8.85536570750966
"221825_at",-0.560507081646145,8.40248497584666,-6.7975724917855,3.1272276520398e-08,5.80543753370754e-06,8.84720537864149
"39402_at",1.87347112220679,7.42106311639229,6.78767562842034,3.22996514897117e-08,5.94660608459758e-06,8.81615592548122
"212936_at",-0.768656267976155,7.36214334397635,-6.77727958089273,3.34153739984536e-08,6.10159251281598e-06,8.78353539101389
"211997_x_at",0.715184463158121,12.1186400136162,6.76758489803962,3.44906761675153e-08,6.24673815433934e-06,8.75311104431051
"203234_at",1.00992972074223,8.46828866733806,6.75599740301449,3.58216087457787e-08,6.43546756475574e-06,8.71674091456083
"217781_s_at",-0.672705499807865,8.49635884846842,-6.75149238548614,3.63528674841963e-08,6.45401623085453e-06,8.70259919348128
"200816_s_at",-0.539501945828063,8.70678388565489,-6.75022044890422,3.6504288956667e-08,6.45401623085453e-06,8.6986062863515
"209069_s_at",0.617374745878903,12.7670993299058,6.73293694312456,3.86257405804771e-08,6.77531986544321e-06,8.64434218276337
"204286_s_at",1.19837917602663,4.85873147879386,6.7033395869244,4.2550154905357e-08,7.40538906895811e-06,8.55138686115312
"211699_x_at",2.07239428006384,9.82914622806977,6.68543689914717,4.51157392432295e-08,7.77319120760388e-06,8.49514274923236
"215499_at",0.592185108282006,9.32935014893017,6.68377692228663,4.53613528297574e-08,7.77319120760388e-06,8.48992700918656
"202147_s_at",1.02967894527712,7.81139973398713,6.63561332714865,5.31031196755559e-08,9.03036791612488e-06,8.33854732269856
"204419_x_at",1.25798177790553,7.72403812118549,6.62955934170303,5.41657270302977e-08,9.14128712919653e-06,8.31951324715424
"202561_at",-0.92027429467152,6.94746696822629,-6.58298060754937,6.30878290641107e-08,1.05669741959488e-05,8.17302361642251
"212919_at",-0.73690655342497,8.00499553707825,-6.55067521398999,7.0128163176082e-08,1.16062779419695e-05,8.07138096719721
"211745_x_at",2.22369955020964,10.737653640991,6.54977709570432,7.03347633059156e-08,1.16062779419695e-05,8.06855474389058
"219315_s_at",-0.658295688685056,8.35799490696457,-6.538106028661,7.30757028665831e-08,1.19699075938152e-05,8.0318256862994
"219993_at",1.46787546265019,6.28045406165196,6.52607928089292,7.60122869692987e-08,1.2332210448847e-05,7.9939730634776
"222116_s_at",-0.961639286274484,7.44314209795407,-6.52454745134362,7.63947139175333e-08,1.2332210448847e-05,7.98915152758636
"213418_at",2.73912965039947,7.79481928573681,6.51067982867121,7.99458076718919e-08,1.28055955040665e-05,7.94549922863951
"219471_at",1.0045544067851,6.08496075076769,6.50865916823706,8.04768761758457e-08,1.28055955040665e-05,7.93913817498727
"205281_s_at",0.954865277386038,8.64499136878974,6.50621502822569,8.1123972078468e-08,1.28170122410782e-05,7.93144385467407
"44696_at",-0.498291518069046,7.21156516389599,-6.48471068172834,8.70469766357303e-08,1.36559542148885e-05,7.86373979377879
"217414_x_at",2.19843284971265,10.1977582341779,6.47657351298822,8.93996277195931e-08,1.39269615853802e-05,7.83811768160555
"210111_s_at",-0.871002160882304,10.0573663857535,-6.47225644449685,9.06735667983681e-08,1.4027326719217e-05,7.82452352959144
"205027_s_at",1.39989229618804,7.60652612282162,6.45607983100273,9.56111578619423e-08,1.46891707840723e-05,7.77358044328353
"220046_s_at",0.899683235721572,10.2988208884034,6.4353385897765,1.02338336833085e-07,1.56150077371962e-05,7.70825359050667
"204181_s_at",0.697247202788116,7.93637190737398,6.42658245765472,1.05318813088034e-07,1.59604571371574e-05,7.68067231843776
"201620_at",-0.544067950460887,8.23690618649596,-6.42076094086316,1.07348370211416e-07,1.61581056972954e-05,7.66233400280569
"214508_x_at",1.05323129861375,8.91769899415176,6.41431552962005,1.09641184347649e-07,1.62946548657719e-05,7.64202954590187
"201531_at",1.14478148493089,11.1747418260505,6.41410064504639,1.09718464329389e-07,1.62946548657719e-05,7.6413525979002
"217503_at",0.644132491727468,4.7325050456613,6.40747320201949,1.12128912904668e-07,1.65423562435581e-05,7.62047380005601
"210772_at",1.044874092575,6.76814642351047,6.40140244687401,1.14383424537504e-07,1.6763944397513e-05,7.60134801042055
"208092_s_at",0.965111665612914,7.05494573104516,6.39693425331822,1.16071754141405e-07,1.69001991307717e-05,7.58727060703602
"205290_s_at",1.13072106002526,8.13446647797056,6.38706173392049,1.19891191969498e-07,1.73429615811982e-05,7.556165122215
"202014_at",0.742360912848449,6.02487243706181,6.38500042610203,1.20704415586484e-07,1.73479501033555e-05,7.54967030727347
"200617_at",-1.04345339869711,7.6503770934642,-6.36966213952046,1.26931751925274e-07,1.80463854455495e-05,7.50133976159628
"209305_s_at",1.90092264852685,9.99510865664097,6.36905634579336,1.27184204109677e-07,1.80463854455495e-05,7.49943083926415
"218319_at",1.19126924685957,9.02688958698065,6.34790501162761,1.36321150939827e-07,1.9220419490421e-05,7.43277699889441
"44790_s_at",1.48421793522394,5.74939277555623,6.34279559672303,1.38625172624484e-07,1.9387304392066e-05,7.41667476493877
"212126_at",-0.66948709166823,6.961977483915,-6.3414348077217,1.39245351830612e-07,1.9387304392066e-05,7.41238619789282
"212598_at",-0.482566312384249,5.54451226164945,-6.33561539288044,1.4192905328849e-07,1.96382206217869e-05,7.39404584346976
"210634_at",0.601978160031509,5.22887771565628,6.33178392497438,1.43724204512596e-07,1.97638524933772e-05,7.38197040812254
"205119_s_at",1.1757858704271,10.1769118611798,6.3061977137384,1.56309173262539e-07,2.13625733298747e-05,7.30132685514862
"209959_at",1.75266613917165,6.91184898234581,6.27619112338239,1.72481270401393e-07,2.3429056467877e-05,7.20674163967883
"209285_s_at",-0.561422336999662,8.17987160866974,-6.26205622877662,1.80669506603395e-07,2.43925733248717e-05,7.16218347121795
"210953_at",0.410271488528284,4.4948662065591,6.2478196270223,1.89310026425068e-07,2.52686007947273e-05,7.11730314998665
"212503_s_at",-0.756804818021119,7.88318282034882,-6.24763203561894,1.89426598407301e-07,2.52686007947273e-05,7.11671176635356
"201236_s_at",1.03650044501116,8.48576530416656,6.24248297799104,1.92654498920284e-07,2.55462159074237e-05,7.10047922895375
"202286_s_at",1.50412069998194,7.08972949282214,6.23471118491298,1.97631123723903e-07,2.60510564686235e-05,7.07597815612823
"203574_at",1.40995665669695,11.1393839832494,6.22717997188095,2.02576405961938e-07,2.65458505624359e-05,7.0522352236151
"219397_at",0.691986736001986,10.3298661831881,6.20128196532539,2.205465045232e-07,2.87316636331189e-05,6.97058729866572
"202822_at",-0.806251607056033,8.95062194960829,-6.1964896047821,2.24042661400272e-07,2.88698476644178e-05,6.9554783386407
"205932_s_at",0.737908887455488,5.97496929452486,6.19627690105336,2.24199113253323e-07,2.88698476644178e-05,6.95480774272549
"213191_at",0.657020848447668,7.57791973555523,6.18456514658623,2.32984406983819e-07,2.98286990481525e-05,6.91788371626469
"204575_s_at",1.23633321160679,7.08395691537389,6.17071075573174,2.43822673532381e-07,3.10379297044621e-05,6.87420438616318
"212533_at",1.57241887717978,9.99373953984218,6.15475163008934,2.56934024993281e-07,3.25211322430416e-05,6.82388946639558
"210954_s_at",0.808413407133822,4.63509967200699,6.14078525513323,2.68985549155341e-07,3.38541868843702e-05,6.77985752262438
"203232_s_at",-0.586697961438293,7.75762378308282,-6.11623244455447,2.91558731915187e-07,3.63352915346271e-05,6.70245118922226
"217122_s_at",-0.726528085421418,8.62001614266615,-6.11581225965743,2.91961089226478e-07,3.63352915346271e-05,6.70112651847718
"208093_s_at",0.761914799958484,9.0893987081792,6.10676034411809,3.00765042230662e-07,3.7223015809847e-05,6.67258977723239
"212377_s_at",-0.739780988516703,8.5280221946311,-6.10315144631288,3.04348647580301e-07,3.74584244317479e-05,6.66121263260926
"213093_at",-0.9952196122902,7.83060060601779,-6.08987765391194,3.17900596762844e-07,3.89113823850872e-05,6.61936741080746
"212601_at",-0.578590480663538,7.50856836746587,-6.07739697870928,3.31192588628771e-07,4.03168158299625e-05,6.58002369504928
"206036_s_at",0.949945364355268,6.90876199118756,6.06943109186992,3.39965307903444e-07,4.11598215443752e-05,6.55491297327407
"207194_s_at",0.519009462761445,4.31906902678986,6.06234915299327,3.47959394454241e-07,4.18999536770656e-05,6.53258921279526
"219434_at",1.22072834686108,6.2729137819901,6.05200702921453,3.59972307759148e-07,4.31134575266158e-05,6.49998959413574
"213056_at",1.20670881400156,9.2578419323961,6.0335993362381,3.82388342924443e-07,4.55532893867798e-05,6.44196935857857
"217523_at",0.830932290256016,5.46654391471917,6.02963135488879,3.87400220851914e-07,4.59048655314792e-05,6.4294630100757
"205476_at",3.60734814277809,9.37853262138495,6.02341701020213,3.95381657213942e-07,4.63827222042099e-05,6.4098769598526
"204011_at",0.878489259784949,9.09473638110269,6.02289250886604,3.96062776419655e-07,4.63827222042099e-05,6.40822388788992
"206976_s_at",1.58128196374239,10.1414956228569,6.02099208605227,3.9854050643906e-07,4.63827222042099e-05,6.40223435353071
"213029_at",-0.435592626740537,9.25086613409958,-6.01885031989022,4.01351462283589e-07,4.63827222042099e-05,6.39548424207099
"201878_at",0.577476347870244,7.26224176589066,6.01847703802643,4.01843398366589e-07,4.63827222042099e-05,6.39430779251787
"220939_s_at",-0.54086648236019,8.99034209334328,-6.01444116646687,4.07200766096743e-07,4.67588219914286e-05,6.38158831245952
"220287_at",0.918059031971849,5.81998521998037,6.0117426178668,4.10822672352529e-07,4.693280344614e-05,6.37308368203664
"220104_at",0.591914009377036,5.99412291434963,6.00709554109981,4.1713543006184e-07,4.74108468137123e-05,6.35843841059317
"221215_s_at",1.18018358900192,9.51105600999053,5.99719459040354,4.30910299119049e-07,4.87278615912439e-05,6.32723666957678
"212517_at",-0.963547720246549,8.29451106667783,-5.99350936786727,4.36152684533531e-07,4.9012355552253e-05,6.31562350747576
"208980_s_at",0.519527868940566,13.5053835250528,5.99234211402903,4.37826401889768e-07,4.9012355552253e-05,6.31194521289119
"206157_at",2.12459508946745,5.36092648855758,5.98707223431544,4.45463078041249e-07,4.96179049476245e-05,6.29533885617152
"203887_s_at",1.06553795694541,8.86964519059344,5.98165340397215,4.53454370817037e-07,5.02567314362743e-05,6.27826363181777
"213560_at",0.880328398044257,6.88949634047602,5.97303940821589,4.66453424402085e-07,5.1441499680224e-05,6.25112123989771
"202288_at",-0.496387255446348,6.67217080598439,-5.95679687976296,4.9198545281546e-07,5.39899504057636e-05,6.19994544487403
"202317_s_at",-0.583384986451949,7.84090132874285,-5.95022685168951,5.027052669424e-07,5.4895907998411e-05,6.17924656941637
"208914_at",-0.456466412575572,7.07681878372649,-5.93611199406821,5.26530762676865e-07,5.72171990251343e-05,6.13478080080028
"205114_s_at",2.085042176649,8.87910739511805,5.93133900792878,5.34839912605114e-07,5.78380035587579e-05,6.11974554614062
"213245_at",-1.21722444446178,6.99421943008241,-5.920486683601,5.54222900725956e-07,5.96445582583194e-05,6.08556188363678
"201449_at",-0.685941940597738,7.29414043036542,-5.90980265686635,5.73990212162024e-07,6.13796270447161e-05,6.05191108813745
"213638_at",0.712289974549805,4.56375202355668,5.9088133079332,5.7585590754346e-07,6.13796270447161e-05,6.04879514131576
"204594_s_at",-0.809806920348628,8.0173705865328,-5.90284134542221,5.87246979996329e-07,6.22957189208486e-05,6.02998701566639
